2026-03-25 09:43:49 | INFO     | api_clients.base_client | GET https://restful-booker.herokuapp.com/booking
2026-03-25 09:43:49 | INFO     | api_clients.base_client | Response: 200 (0.04s)
2026-03-25 09:43:49 | INFO     | api_clients.base_client | GET https://restful-booker.herokuapp.com/booking
2026-03-25 09:43:49 | INFO     | api_clients.base_client | Response: 200 (0.04s)
2026-03-25 09:43:49 | INFO     | api_clients.base_client | GET https://restful-booker.herokuapp.com/booking
2026-03-25 09:43:49 | INFO     | api_clients.base_client | Response: 200 (0.04s)
2026-03-25 09:43:49 | INFO     | api_clients.base_client | GET https://restful-booker.herokuapp.com/booking
2026-03-25 09:43:49 | INFO     | api_clients.base_client | Response: 200 (0.04s)
2026-03-25 09:43:49 | INFO     | api_clients.base_client | GET https://restful-booker.herokuapp.com/booking
2026-03-25 09:43:49 | INFO     | api_clients.base_client | Response: 200 (0.04s)
